id,key,value,type
364728407,highway,unclassified,regular
364738180,ref,5,regular
364738180,name,外国专家局,regular
364738180,en,Building 5,name
364738180,zh,外国专家局,name
364738180,building,yes,regular
364738190,building,yes,regular
365020859,name,雅园公寓,regular
365020859,landuse,residential,regular
365020859,en,Yayuan Apartment,name
365020859,zh,雅园公寓,name
365029389,building,yes,regular
365029399,building,yes,regular
365029409,building,yes,regular
365029419,building,yes,regular
365029429,building,yes,regular
365031279,building,yes,regular
365031289,building,yes,regular
365031299,building,yes,regular
365031309,building,yes,regular
365031319,highway,footway,regular
365077704,building,yes,regular
365077714,building,yes,regular
365077724,building,yes,regular
365077734,building,yes,regular
365077751,building,yes,regular
365077762,building,yes,regular
365077772,building,yes,regular
365077782,building,yes,regular
365077792,building,yes,regular
365077802,building,yes,regular
365077812,building,yes,regular
365077822,building,yes,regular
365077832,building,yes,regular
365077842,building,yes,regular
365077852,building,yes,regular
365077862,oneway,yes,regular
365077862,highway,construction,regular
365077872,oneway,yes,regular
365077872,highway,tertiary,regular
365081858,building,yes,regular
365081870,building,yes,regular
365081880,building,yes,regular
365081891,building,yes,regular
365081901,building,yes,regular
365081911,building,yes,regular
365081921,building,yes,regular
365081933,building,yes,regular
365081944,highway,service,regular
365086598,building,yes,regular
365086614,building,yes,regular
365086630,building,yes,regular
365086646,building,yes,regular
365086661,building,yes,regular
365300122,building,commercial,regular
365300132,name,2,regular
365300132,building,commercial,regular
365300142,highway,residential,regular
365324302,building,yes,regular
365324325,building,yes,regular
365324350,building,yes,regular
365613037,building,yes,regular
365613053,building,yes,regular
365613067,building,yes,regular
365727523,highway,service,regular
365727523,service,parking_aisle,regular
365727533,highway,service,regular
365727533,service,parking_aisle,regular
365805929,name,安贞涌溪公园,regular
365805929,leisure,park,regular
365805929,en,Anzhen Yongxi Park,name
365805929,city,Beijing,addr
365805929,emergency,yes,regular
365805929,street,安定路,addr
365805929,emergency_shelter,yes,regular
365805929,应急避难场所,yes,regular
365805929,应急避难人数（万人）,0.56,regular
365807244,area,"88,000 square meters",regular
365807244,name,金星公园,regular
365807244,leisure,park,regular
365807244,attribute,应急避难场所,regular
365807244,attribute2,Emergency area,regular
365807244,疏散人数,"13,300 people",regular
365809779,name,赛场公园,regular
365809779,class,II,regular
365809779,leisure,park,regular
365809779,build-date,2008,regular
365809779,area(hectare),4.678,regular
365809779,疏散人数（万）,1.15,regular
365853168,highway,residential,regular
365997158,name,八达岭饭店,regular
365997158,en,Badaling Hotel,name
365997158,ja,八達嶺 ホテル,name
365997158,zh,八达岭饭店,name
365997158,building,yes,regular
365997168,building,roof,regular
366071840,highway,residential,regular
366076085,highway,residential,regular
366412899,name,软件园2号路二期,regular
366412899,highway,tertiary,regular
366759546,name,领秀硅谷,regular
366759546,landuse,residential,regular
366763080,highway,residential,regular
366767110,highway,residential,regular
366779174,highway,residential,regular
366779184,oneway,yes,regular
366779184,highway,service,regular
366797623,natural,water,regular
366797644,highway,construction,regular
366912426,highway,tertiary,regular
366912436,highway,track,regular
367173782,highway,unclassified,regular
367394041,lanes,2,regular
367394041,layer,2,regular
367394041,highway,tertiary,regular
367394041,smoothness,good,regular
367395699,highway,residential,regular
367406315,building,residential,regular
367406325,building,residential,regular
367698386,name,六环路,regular
367698386,lanes,2,regular
367698386,oneway,yes,regular
367698386,highway,motorway,regular
367698386,int_ref,AH1,regular
367698386,en,6th Ring Road,name
367746343,highway,service,regular
367746353,highway,service,regular
367746363,highway,service,regular
367746373,highway,service,regular
367746383,building,yes,regular
367746393,building,yes,regular
367746403,building,yes,regular
367746413,building,yes,regular
367746423,building,yes,regular
367746433,building,yes,regular
367746443,building,yes,regular
367746453,building,yes,regular
367746463,building,yes,regular
368456516,highway,service,regular
368597641,name,zs,regular
368597641,highway,residential,regular
368736549,highway,road,regular
368736780,highway,service,regular
368749409,building,yes,regular
368749420,building,yes,regular
368749436,building,yes,regular
368749451,building,yes,regular
368749466,building,yes,regular
369142996,highway,residential,regular
369302649,oneway,yes,regular
369302649,highway,residential,regular
369303616,oneway,yes,regular
369303616,highway,residential,regular
369326179,highway,tertiary,regular
369326189,building,yes,regular
369327881,amenity,university,regular
369327894,highway,service,regular
369327905,highway,service,regular
369327905,junction,roundabout,regular
369327915,highway,service,regular
369327925,highway,tertiary,regular
369327935,building,yes,regular
369327945,building,yes,regular
369327955,building,yes,regular
369327965,building,yes,regular
369327975,building,yes,regular
369329351,highway,service,regular
369329361,highway,service,regular
369329371,highway,service,regular
369329381,highway,service,regular
369329391,building,yes,regular
369329401,building,yes,regular
369332653,landuse,residential,regular
369334188,sport,tennis,regular
369334188,leisure,pitch,regular
369334424,highway,residential,regular
369431811,landuse,residential,regular
369487966,building,yes,regular
369496924,building,yes,regular
369570780,bridge,yes,regular
369570780,highway,secondary_link,regular
369570780,layer,1,regular
369570780,oneway,yes,regular
369969390,building,yes,regular
369969400,barrier,wall,regular
369969410,highway,steps,regular
369969420,barrier,wall,regular
369969432,barrier,wall,regular
369969811,building,yes,regular
370144241,highway,residential,regular
370302960,name,西红门北环路,regular
370302960,highway,tertiary,regular
370302960,surface,asphalt,regular
370312417,building,yes,regular
370609496,boundary,administrative,regular
370609496,admin_level,6,regular
370753837,building,yes,regular
370825723,access,private,regular
370825723,highway,service,regular
370848987,ref,402,regular
370848987,aeroway,parking_position,regular
371051246,aeroway,apron,regular
371296214,building,yes,regular
371296224,building,yes,regular
371296234,building,yes,regular
371300581,highway,service,regular
371402208,fixme,"is this an embassy or a consulate, ambassador’s residence…?",regular
371402208,amenity,embassy,regular
371402208,barrier,fence,regular
371402218,building,yes,regular
371402228,building,yes,regular
371402228,levels,22,building
371402238,building,yes,regular
371402254,building,yes,regular
371402267,building,yes,regular
371402277,building,yes,regular
371402277,levels,25,building
371402287,building,yes,regular
371463291,building,yes,regular
371463301,building,yes,regular
371463311,building,yes,regular
371497094,barrier,wall,regular
371497104,building,yes,regular
371497114,building,yes,regular
371497125,building,yes,regular
371497135,building,yes,regular
371497145,highway,steps,regular
371497145,incline,up,regular
371908714,landuse,residential,regular
371908726,highway,tertiary,regular
372154963,oneway,no,regular
372154963,highway,tertiary,regular
372792264,building,industrial,regular
372792264,levels,3,building
373869893,building,yes,regular
373869903,highway,residential,regular
373962318,highway,residential,regular
374051021,highway,residential,regular
374075306,landuse,residential,regular
374075323,landuse,residential,regular
374381445,building,yes,regular
374543068,landuse,residential,regular
374678225,layer,1,regular
374678225,bridge,yes,regular
374678225,highway,tertiary,regular
374727197,power,line,regular
374727197,cables,3,regular
374727197,voltage,220000,regular
374727209,power,line,regular
374727209,cables,6,regular
374727209,voltage,500000,regular
374727222,power,line,regular
374727222,cables,6,regular
374727233,power,line,regular
374727233,cables,6,regular
374771540,power,line,regular
374771540,cables,3,regular
374771551,power,line,regular
374771551,cables,6,regular
374771562,power,substation,regular
374771572,power,substation,regular
374777407,power,line,regular
374777407,cables,6,regular
374777407,voltage,220000,regular
374777418,power,line,regular
374777418,cables,3,regular
374777418,circuits,1,regular
374777428,power,substation,regular
374777439,power,line,regular
374777439,cables,6,regular
374777439,circuits,2,regular
374777449,power,line,regular
374777449,cables,3,regular
374777449,circuits,1,regular
374931211,name,软件园二期,regular
374931211,oneway,no,regular
374931211,highway,tertiary,regular
375056659,access,private,regular
375056659,highway,service,regular
375056684,highway,residential,regular
375056709,access,private,regular
375056709,highway,service,regular
375136422,highway,unclassified,regular
375137623,highway,residential,regular
375904956,highway,footway,regular
376035789,name,慧景路,regular
376035789,highway,residential,regular
376194918,building,yes,regular
376408520,area,yes,regular
376408520,name,中区广场,regular
376413162,name,领秀新硅谷,regular
376413162,landuse,residential,regular
376925093,bridge,yes,regular
376925093,highway,tertiary,regular
377007425,highway,path,regular
377150391,highway,footway,regular
377153686,highway,living_street,regular
377422388,name,测试一下创建道路,regular
377422388,oneway,yes,regular
377422388,highway,tertiary,regular
377422388,maxspeed,30,regular
377427050,highway,path,regular
377428800,highway,path,regular
377691189,highway,living_street,regular
377695694,highway,living_street,regular
377723993,lit,yes,regular
377723993,sport,soccer,regular
377723993,leisure,pitch,regular
377723993,surface,paved,regular
377843160,building,yes,regular
377843170,barrier,wall,regular
378416252,highway,steps,regular
378421314,highway,residential,regular
378651987,gauge,1000,regular
378651987,bridge,yes,regular
378651987,railway,rail,regular
378655255,railway,rail,regular
378655265,ref,S320,regular
378655265,bridge,yes,regular
378655265,oneway,no,regular
378655265,source,GPS Trace,regular
378655265,highway,primary,regular
378655276,source,GPS,regular
378655276,tunnel,yes,regular
378655276,railway,rail,regular
378655286,source,GPS,regular
378655286,railway,rail,regular
378858551,gauge,1435,regular
378858551,usage,main,regular
378858551,tracks,2,regular
378858551,railway,rail,regular
378858551,voltage,25000,regular
378858551,frequency,50,regular
378858551,electrified,contact_line,regular
378858565,name,京通线,regular
378858565,gauge,1435,regular
378858565,railway,rail,regular
378858565,electrified,no,regular
378858565,passenger_lines,1,regular
378861353,name,京通线,regular
378861353,gauge,1435,regular
378861353,railway,rail,regular
378861353,electrified,no,regular
378861368,name,京通线,regular
378861368,gauge,1435,regular
378861368,bridge,yes,regular
378861368,railway,rail,regular
378861368,electrified,no,regular
378861384,bridge,yes,regular
378861384,railway,rail,regular
378861395,railway,rail,regular
378861407,bridge,yes,regular
378861407,railway,rail,regular
378861418,railway,rail,regular
378873568,name,雁栖湖南路,regular
378873568,highway,tertiary,regular
378873578,name,雁栖湖南路3号桥,regular
378873578,layer,1,regular
378873578,bridge,yes,regular
378873578,highway,tertiary,regular
378882617,name,雁栖南一街,regular
378882617,highway,tertiary,regular
378949595,highway,disused,regular
379087105,gauge,1435,regular
379087105,railway,rail,regular
379087105,voltage,25000,regular
379087105,frequency,50,regular
379087105,electrified,contact_line,regular
379089336,gauge,1435,regular
379089336,railway,rail,regular
379089336,voltage,25000,regular
379089336,frequency,50,regular
379089336,electrified,contact_line,regular
379089346,gauge,1435,regular
379089346,railway,rail,regular
379089346,voltage,25000,regular
379089346,frequency,50,regular
379089346,electrified,contact_line,regular
379089356,gauge,1435,regular
379089356,railway,rail,regular
379089356,voltage,25000,regular
379089356,frequency,50,regular
379089356,electrified,contact_line,regular
379089366,gauge,1435,regular
379089366,railway,rail,regular
379089366,voltage,25000,regular
379089366,frequency,50,regular
379089366,electrified,contact_line,regular
379089376,gauge,1435,regular
379089376,railway,rail,regular
379089376,voltage,25000,regular
379089376,frequency,50,regular
379089376,electrified,contact_line,regular
379090866,gauge,1435,regular
379090866,bridge,yes,regular
379090866,railway,rail,regular
379090866,voltage,25000,regular
379090866,frequency,50,regular
379090866,electrified,contact_line,regular
379090883,gauge,1435,regular
379090883,bridge,yes,regular
379090883,railway,rail,regular
379090883,voltage,25000,regular
379090883,frequency,50,regular
379090883,electrified,contact_line,regular
379292314,highway,unclassified,regular
380196957,access,permissive,regular
380196957,highway,track,regular
380196957,surface,paved,regular
380196957,tracktype,grade1,regular
382217222,highway,residential,regular
382831626,highway,living_street,regular
382835686,highway,living_street,regular
382835696,highway,living_street,regular
382843387,highway,living_street,regular
382843398,highway,living_street,regular
382843408,highway,living_street,regular
382843418,highway,living_street,regular
382843428,highway,living_street,regular
382853914,source,estimated,regular
382853914,boundary,administrative,regular
382853914,admin_level,8,regular
383135570,highway,footway,regular
383574487,bridge,yes,regular
383574487,electrified,contact_line,regular
383574487,frequency,50,regular
383574487,gauge,1435,regular
383574487,railway,rail,regular
383574487,source,bing,regular
383574487,usage,main,regular
383574487,voltage,25000,regular
383574760,bridge,yes,regular
383574760,railway,rail,regular
383728589,gauge,1435,regular
383728589,usage,main,regular
383728589,bridge,yes,regular
383728589,source,Yahoo hires,regular
383728589,tracks,2,regular
383728589,railway,rail,regular
383728589,voltage,25000,regular
383728589,frequency,50,regular
383728589,electrified,contact_line,regular
384268321,building,yes,regular
384268610,building,yes,regular
384269049,building,yes,regular
384269059,building,yes,regular
384269069,building,yes,regular
384269633,natural,wood,regular
384269756,highway,service,regular
384270827,building,yes,regular
384270913,building,yes,regular
384665286,building,residential,regular
384665296,building,residential,regular
384817814,name,302,regular
384817814,rooms,yes,regular
384817814,office,company,regular
384817814,amenity,restaurant,regular
385854868,waterway,weir,regular
385858072,highway,service,regular
385858096,highway,tertiary,regular
386145764,name,东城-丰台界,regular
386145764,note,区界,regular
386145764,en,Boundary Dongcheng - Fengtai,name
386145764,boundary,administrative,regular
386145764,admin_level,6,regular
386367107,highway,unclassified,regular
386367118,building,yes,regular
386424798,highway,service,regular
386424817,highway,unclassified,regular
386424827,building,yes,regular
386424837,building,yes,regular
386429024,highway,unclassified,regular
386429034,highway,residential,regular
386429044,highway,service,regular
386429054,highway,unclassified,regular
386429064,highway,residential,regular
386429074,highway,unclassified,regular
386429084,highway,service,regular
386429094,highway,unclassified,regular
386429104,building,yes,regular
386429114,building,yes,regular
386429124,building,yes,regular
386429134,building,yes,regular
386429144,building,yes,regular
386429154,building,yes,regular
386429164,building,yes,regular
386429174,building,yes,regular
386429184,building,yes,regular
386433836,highway,unclassified,regular
386433846,highway,unclassified,regular
386433856,building,yes,regular
386433866,building,yes,regular
386433876,building,yes,regular
386433886,building,yes,regular
386433896,building,yes,regular
386433906,building,yes,regular
386433916,building,yes,regular
386950317,building,house,regular
387047837,highway,residential,regular
387284608,name,外交学院沙河校区,regular
387284608,amenity,university,regular
389017907,highway,path,regular
389132079,name,实验楼,regular
389132079,building,roof,regular
389132089,highway,residential,regular
389132099,name,阶教,regular
389132099,building,university,regular
389132109,highway,residential,regular
389175339,highway,service,regular
389516763,building,yes,regular
389516773,building,yes,regular
389516783,building,yes,regular
389516793,highway,service,regular
389516803,highway,unclassified,regular
389526334,access,yes,regular
389526334,amenity,parking,regular
389526334,parking,surface,regular
389526345,highway,service,regular
389547802,highway,unclassified,regular
389547814,building,yes,regular
389547824,building,yes,regular
389547834,building,yes,regular
389547844,building,yes,regular
389547854,building,yes,regular
389549538,highway,service,regular
389549548,building,yes,regular
389561507,name,青年公寓（E、F座）,regular
389561507,building,residential,regular
389662609,building,yes,regular
389662619,highway,residential,regular
389671531,building,yes,regular
389671541,building,yes,regular
389671551,building,yes,regular
389671561,layer,1,regular
389671561,bridge,yes,regular
389671561,highway,unclassified,regular
389671571,highway,service,regular
389671581,highway,service,regular
389674141,building,yes,regular
389689608,building,yes,regular
389689621,building,yes,regular
389689634,building,yes,regular
389689644,building,yes,regular
389689654,building,yes,regular
389689664,building,yes,regular
389689674,building,yes,regular
389689684,building,yes,regular
389689694,highway,service,regular
389714438,landuse,grass,regular
389892055,name,体育中心,regular
389892055,leisure,sports_centre,regular
389892055,building,yes,regular
389892065,name,西辛南区,regular
389892065,landuse,residential,regular
389892634,highway,unclassified,regular
389892644,building,yes,regular
389892654,building,yes,regular
389892664,building,yes,regular
389892674,building,yes,regular
389895838,highway,residential,regular
389895848,building,yes,regular
389895858,building,yes,regular
389895868,building,yes,regular
389895878,building,yes,regular
390161288,highway,construction,regular
390161303,building,yes,regular
390161318,building,yes,regular
390161329,building,yes,regular
390161340,building,yes,regular
390163380,highway,residential,regular
390163390,building,yes,regular
390163400,building,yes,regular
390163410,building,yes,regular
390164216,highway,service,regular
390164226,building,yes,regular
390164236,building,yes,regular
390164247,building,yes,regular
390164258,building,yes,regular
390164269,building,yes,regular
390164279,building,yes,regular
390164289,building,yes,regular
390164299,building,yes,regular
390164309,building,yes,regular
390165663,highway,service,regular
390165673,building,yes,regular
390165683,building,yes,regular
390165693,building,yes,regular
390165704,building,yes,regular
390165715,building,yes,regular
390165725,building,yes,regular
390165735,building,yes,regular
390165745,building,yes,regular
390167981,highway,service,regular
390167991,highway,service,regular
390168004,building,yes,regular
390168016,building,yes,regular
390168028,building,yes,regular
390168039,building,yes,regular
390168049,building,yes,regular
390168060,building,yes,regular
390168071,building,yes,regular
390168083,building,yes,regular
390168094,building,yes,regular
390168105,building,yes,regular
390168115,building,yes,regular
390168126,building,yes,regular
390168136,building,yes,regular
390168148,building,yes,regular
390168158,building,yes,regular
390175786,lanes,2,regular
390175786,oneway,yes,regular
390175786,highway,tertiary,regular
390175796,lanes,2,regular
390175796,oneway,yes,regular
390175796,highway,tertiary,regular
390175806,highway,secondary,regular
390175806,lanes,2,regular
390175806,oneway,yes,regular
390175816,building,yes,regular
390175826,building,yes,regular
390175836,building,yes,regular
390175846,building,yes,regular
390175856,building,yes,regular
390175866,building,yes,regular
390175876,building,yes,regular
390175886,building,yes,regular
390175896,building,yes,regular
390175906,building,yes,regular
390177425,highway,service,regular
390177435,highway,service,regular
390177445,highway,service,regular
390177455,building,yes,regular
390177465,building,yes,regular
390177475,building,yes,regular
390177485,building,yes,regular
390177495,building,yes,regular
390177505,building,yes,regular
390177515,building,yes,regular
390177525,building,yes,regular
390177538,building,yes,regular
390177548,building,yes,regular
390177558,building,yes,regular
390177569,building,yes,regular
390177582,building,yes,regular
390177593,building,yes,regular
390177603,building,yes,regular
390178394,highway,service,regular
390178404,building,yes,regular
390178414,building,yes,regular
390178424,building,yes,regular
390178434,building,yes,regular
390178444,building,yes,regular
390178454,building,yes,regular
390178464,building,yes,regular
390178474,building,yes,regular
390178484,building,yes,regular
390178669,highway,service,regular
390178679,building,yes,regular
