id,key,value,type
291159322,created_by,Merkaartor 0.11,regular
291159334,created_by,Merkaartor 0.11,regular
291159347,created_by,Merkaartor 0.11,regular
291159358,created_by,Merkaartor 0.11,regular
291159370,created_by,Merkaartor 0.11,regular
291159381,created_by,Merkaartor 0.11,regular
291159392,created_by,Merkaartor 0.11,regular
291159404,created_by,Merkaartor 0.11,regular
291159415,created_by,Merkaartor 0.11,regular
291159725,created_by,Merkaartor 0.11,regular
291159735,created_by,Merkaartor 0.11,regular
291159745,created_by,Merkaartor 0.11,regular
291159902,created_by,Merkaartor 0.11,regular
292592153,highway,traffic_signals,regular
293181249,name,史各庄南,regular
293181249,highway,bus_stop,regular
293181249,public_transport,stop_position,regular
294114931,highway,traffic_signals,regular
294118743,highway,traffic_signals,regular
294123645,name,北新桥站B口,regular
294123645,en,Beixinqiao Subway Line 5 Exit B,name
294123645,railway,subway_entrance,regular
296346488,name,卢沟晓月碑,regular
296346488,note,"position may be wrong, need double check",regular
296346488,source,landsat,regular
296346488,en,Marco Polo Bridge Bridge Moon Tablet,name
296346488,tourism,viewpoint,regular
296346558,name,卢沟桥,regular
296346558,de,Marco-Polo-Brücke,name
296346558,en,Marco Polo Bridge,name
296346558,fr,Pont Marco Polo,name
296346558,it,Ponte di Marco Polo,name
296346558,pl,Most Marco Polo,name
296346558,pt,Ponte Marco Polo,name
296346558,tourism,viewpoint,regular
296346558,zh_py,Lúgōu Qiáo,name
296346938,name,全宏百货商店,regular
296346938,shop,convenience,regular
297113759,highway,traffic_signals,regular
297113887,barrier,stile,regular
297146872,name,上地环岛西,regular
297146872,amenity,bus_station,regular
297146872,en,Shangdi Roundabout West Station,name
297146872,description,"For Bus No. 476, 909, YT108",regular
297147010,highway,traffic_signals,regular
297147251,source,landsat,regular
297147251,amenity,parking,regular
300240424,highway,traffic_signals,regular
302211990,highway,traffic_signals,regular
314393718,highway,traffic_signals,regular
317991749,highway,traffic_signals,regular
318266390,highway,traffic_signals,regular
318266973,highway,traffic_signals,regular
320465179,highway,traffic_signals,regular
320486673,ref,35,regular
320486673,exit_to,八大处路,regular
320486673,highway,motorway_junction,regular
321231586,highway,traffic_signals,regular
321415497,highway,traffic_signals,regular
321421405,highway,traffic_signals,regular
321617935,name,西红门站,regular
321617935,barrier,toll_booth,regular
321939005,highway,traffic_signals,regular
321939059,highway,traffic_signals,regular
322109786,highway,traffic_signals,regular
322111626,highway,traffic_signals,regular
322121114,highway,traffic_signals,regular
322444665,highway,traffic_signals,regular
322451706,highway,traffic_signals,regular
322451706,name,大郊亭桥,regular
322522042,name,十里河,regular
322522042,highway,bus_stop,regular
322522042,alt_name,十里河桥南;十里河桥,regular
322522042,public_transport,stop_position,regular
322527717,highway,traffic_signals,regular
323192802,highway,traffic_signals,regular
324261805,highway,traffic_signals,regular
324263527,highway,traffic_signals,regular
324264189,highway,traffic_signals,regular
324264740,highway,traffic_signals,regular
324277318,noexit,yes,regular
324664304,highway,traffic_signals,regular
325683404,name,公主坟南,regular
325683404,highway,bus_stop,regular
325683404,public_transport,stop_position,regular
330837891,highway,traffic_signals,regular
330841136,highway,traffic_signals,regular
330842108,highway,traffic_signals,regular
330996979,highway,traffic_signals,regular
331015894,highway,traffic_signals,regular
331146495,highway,traffic_signals,regular
331148410,highway,traffic_signals,regular
331150134,highway,traffic_signals,regular
331879533,highway,traffic_signals,regular
331880001,highway,traffic_signals,regular
332948315,highway,bus_stop,regular
332948315,public_transport,stop_position,regular
332949635,highway,traffic_signals,regular
339085194,name,永安里,regular
339085194,subway,yes,regular
339085194,en,Yonganli,name
339085194,zh,永安里,name
339085194,railway,station,regular
339085194,public_transport,stop_position,regular
339085722,name,四惠,regular
339085722,subway,yes,regular
339085722,zh,四惠,name
339085722,railway,station,regular
339085722,zh_pinyin,Sihui,name
339085722,public_transport,stop_position,regular
339089391,name,建国门,regular
339089391,subway,yes,regular
339089391,en,Jianguomen,name
339089391,ru,Цзяньгомэнь,name
339089391,zh,建国门,name
339089391,railway,station,regular
339089391,public_transport,stop_position,regular
339091847,name,古城,regular
339091847,subway,yes,regular
339091847,en,Gucheng,name
339091847,zh,古城,name
339091847,railway,station,regular
339091847,public_transport,stop_position,regular
339098540,name,北土城,regular
339098540,subway,yes,regular
339098540,en,Beitucheng,name
339098540,zh,北土城,name
339098540,railway,station,regular
339098540,public_transport,stop_position,regular
339582576,name,西三旗,regular
339582576,highway,bus_stop,regular
339582576,public_transport,stop_position,regular
340056559,highway,traffic_signals,regular
340262425,name,立水桥,regular
340262425,subway,yes,regular
340262425,en,Lishuiqiao,name
340262425,zh,立水桥,name
340262425,railway,station,regular
340262425,public_transport,stop_position,regular
340408841,name,北土城,regular
340408841,subway,yes,regular
340408841,en,Beitucheng,name
340408841,zh,北土城,name
340408841,railway,station,regular
340408841,public_transport,stop_position,regular
342952896,highway,traffic_signals,regular
343437149,highway,traffic_signals,regular
353122462,highway,traffic_signals,regular
353122986,name,来广营东路,regular
353122986,highway,bus_stop,regular
353122986,public_transport,stop_position,regular
358481580,highway,traffic_signals,regular
365787748,name,北京大学蔚秀园,regular
365787748,amenity,university,regular
365787748,created_by,Potlatch 0.10f,regular
368122502,name,北京科技大学,regular
368122502,street,学院路,addr
368122502,housenumber,30,addr
370258256,barrier,toll_booth,regular
370261432,highway,services,regular
370953308,highway,traffic_signals,regular
373101847,highway,traffic_signals,regular
378578366,highway,traffic_signals,regular
380368519,highway,traffic_signals,regular
380423078,amenity,atm,regular
380423078,operator,北京商业银行,regular
380424595,highway,traffic_signals,regular
380649465,railway,level_crossing,regular
380664247,highway,traffic_signals,regular
380666230,highway,traffic_signals,regular
380722026,name,北京大学南门,regular
380722026,barrier,gate,regular
380724991,highway,traffic_signals,regular
380739051,name,近春园宾馆,regular
380739051,en,Jin Chun Yuan,name
380739051,tourism,hotel,regular
380744293,amenity,school,regular
380762705,highway,traffic_signals,regular
381938668,highway,traffic_signals,regular
382539528,highway,traffic_signals,regular
382913485,name,化家地街,regular
382913485,source,yahoo;knowledge,regular
382913485,highway,bus_stop,regular
384078559,highway,traffic_signals,regular
384341253,highway,traffic_signals,regular
384834881,highway,traffic_signals,regular
387155354,ref,35B,regular
387155354,exit_to,五棵松桥,regular
387155354,highway,motorway_junction,regular
387155364,ref,35A,regular
387155364,exit_to,复兴门桥,regular
387155364,highway,motorway_junction,regular
418726793,highway,traffic_signals,regular
419328824,highway,traffic_signals,regular
419638488,name,陇驾庄西口,regular
419638488,highway,bus_stop,regular
419638488,alt_name,二六八医院,regular
419638488,public_transport,stop_position,regular
425046557,highway,motorway_junction,regular
425046557,name,枯柳树环岛,regular
453047936,highway,traffic_signals,regular
467702595,railway,level_crossing,regular
480314528,barrier,toll_booth,regular
487499774,name,望乡亭,regular
487499774,en,Homeland Looking Pavillion,name
487499774,tourism,viewpoint,regular
487499905,highway,traffic_signals,regular
494661046,highway,traffic_signals,regular
494772221,foot,no,regular
494772221,barrier,entrance,regular
494772221,bicycle,no,regular
494772221,motorcar,yes,regular
494772233,foot,yes,regular
494772233,barrier,entrance,regular
494772233,bicycle,yes,regular
494772256,name,蓄水楼,regular
494772256,en,Water reservior for Fountains,name
494772256,tourism,attraction,regular
494772297,shop,convenience,regular
494772338,name,天然图画,regular
494772338,en,Scenaric Viewpoint,name
494772338,es,Punto de vista escénico,name
494772338,tourism,attraction,regular
513243760,name,和平街派出所,regular
513243760,amenity,police,regular
528607631,highway,traffic_signals,regular
528610046,highway,traffic_signals,regular
528890575,highway,traffic_signals,regular
528910773,highway,traffic_signals,regular
528930289,name,陶然亭,regular
528930289,subway,yes,regular
528930289,en,Taoranting,name
528930289,zh,陶然亭,name
528930289,railway,station,regular
528930289,public_transport,stop_position,regular
528932952,highway,traffic_signals,regular
528939738,highway,traffic_signals,regular
528979018,highway,traffic_signals,regular
529340015,highway,traffic_signals,regular
529340181,highway,traffic_signals,regular
529342704,highway,traffic_signals,regular
529344390,highway,traffic_signals,regular
529345099,name,黄庄东站,regular
529345099,highway,bus_stop,regular
529345099,public_transport,stop_position,regular
529365476,highway,traffic_signals,regular
529546286,highway,traffic_signals,regular
529961809,highway,traffic_signals,regular
529962264,highway,traffic_signals,regular
529969686,highway,traffic_signals,regular
530642348,highway,traffic_signals,regular
530648820,highway,traffic_signals,regular
530654270,highway,traffic_signals,regular
530655638,name,工人疗养院,regular
530655638,highway,bus_stop,regular
530655638,public_transport,stop_position,regular
530660199,highway,traffic_signals,regular
530678330,highway,traffic_signals,regular
530715644,highway,traffic_signals,regular
530722143,highway,traffic_signals,regular
533258374,name,昌平,regular
533258374,en,Changping,name
533258374,ru,Чанпинг,name
533258374,railway,station,regular
533474109,highway,traffic_signals,regular
533592888,ref,45A,regular
533592888,exit_to,钟楼北桥,regular
533592888,highway,motorway_junction,regular
533614862,name,丽湖馨居,regular
533614862,highway,bus_stop,regular
533614862,public_transport,stop_position,regular
533618864,highway,traffic_signals,regular
534116155,highway,traffic_signals,regular
534128270,highway,traffic_signals,regular
534246725,highway,traffic_signals,regular
534248402,name,人民村,regular
534248402,highway,bus_stop,regular
534248402,public_transport,stop_position,regular
534249275,highway,traffic_signals,regular
534314405,highway,traffic_signals,regular
534555151,highway,traffic_signals,regular
537829990,highway,traffic_signals,regular
537976353,highway,traffic_signals,regular
537981803,name,龙泉峪,regular
537981803,highway,bus_stop,regular
537981803,public_transport,stop_position,regular
537993038,place,village,regular
538002209,place,village,regular
538202424,place,village,regular
538406800,railway,level_crossing,regular
538791493,highway,traffic_signals,regular
557283215,railway,level_crossing,regular
560017688,man_made,tower,regular
560041772,man_made,tower,regular
560043034,FIXME,Or no?,regular
560043034,man_made,tower,regular
560043294,FIXME,Or no?,regular
560043294,man_made,tower,regular
560043414,man_made,tower,regular
560062976,man_made,tower,regular
560062995,man_made,tower,regular
560069155,man_made,tower,regular
563686310,name,北坞村,regular
563686310,highway,bus_stop,regular
563686310,public_transport,stop_position,regular
586469129,highway,traffic_signals,regular
586469197,amenity,restaurant,regular
586470761,highway,traffic_signals,regular
593586513,foot,yes,regular
593586513,barrier,gate,regular
593586513,bicycle,yes,regular
593586513,motorcar,yes,regular
593586513,motorcycle,yes,regular
600244064,name,JingZun,regular
600244064,amenity,restaurant,regular
600244064,cuisine,chinese,regular
600244064,en,JingZun Beijing Duck Restaurant,name
600244064,description,Beijing Duck Restaurant,regular
601470921,name,水长城,regular
601470921,en,Water Great Wall Scenic Spot,name
601470921,zh,水长城,name
601470921,tourism,attraction,regular
604939189,highway,traffic_signals,regular
604960994,name,黄港站,regular
604960994,barrier,toll_booth,regular
605050232,name,北安河,regular
605050232,highway,bus_stop,regular
605050232,public_transport,stop_position,regular
605232853,highway,traffic_signals,regular
605257864,barrier,toll_booth,regular
605268516,barrier,toll_booth,regular
605278101,barrier,toll_booth,regular
605281189,barrier,toll_booth,regular
605303105,railway,level_crossing,regular
605439562,highway,traffic_signals,regular
605857939,highway,traffic_signals,regular
605860458,highway,traffic_signals,regular
605900258,highway,traffic_signals,regular
606768004,highway,traffic_signals,regular
606775955,highway,traffic_signals,regular
606787361,highway,traffic_signals,regular
606809746,name,定辛庄村,regular
606809746,highway,bus_stop,regular
606809746,public_transport,stop_position,regular
606875749,highway,traffic_signals,regular
606875749,traffic_signals,signal,regular
606986911,highway,traffic_signals,regular
606987613,highway,traffic_signals,regular
607864782,barrier,bollard,regular
608736892,highway,mini_roundabout,regular
608738773,barrier,toll_booth,regular
610820850,highway,traffic_signals,regular
610822233,highway,traffic_signals,regular
610850384,name,西三旗,regular
610850384,barrier,toll_booth,regular
611029193,highway,traffic_signals,regular
611042582,highway,traffic_signals,regular
611755726,highway,traffic_signals,regular
611759623,highway,traffic_signals,regular
611761085,highway,traffic_signals,regular
611761955,highway,traffic_signals,regular
611761955,name,北房环岛旧址,regular
611761955,traffic_signals,signal,regular
644592797,highway,traffic_signals,regular
644608217,highway,traffic_signals,regular
644609333,highway,traffic_signals,regular
644621573,railway,level_crossing,regular
644623196,highway,traffic_signals,regular
656046341,highway,traffic_signals,regular
681234764,name,半步桥小学,regular
681234764,amenity,school,regular
681234764,en,banbuqiao school,name
687149003,highway,traffic_signals,regular
695082331,railway,level_crossing,regular
695143690,railway,level_crossing,regular
698659531,barrier,toll_booth,regular
700142866,highway,traffic_signals,regular
700742647,highway,motorway_junction,regular
700742647,name,温榆河大桥,regular
701721810,name,卢家村,regular
701721810,place,village,regular
701721810,en,Lucun,name
701825347,name,郎各庄村,regular
701825347,place,village,regular
701825347,en,Langge Zhuangcun,name
701843832,name,大武基,regular
701843832,place,village,regular
701843832,en,Dawuji,name
701845301,name,年庄,regular
701845301,place,village,regular
701845301,en,Nianzhuang,name
726592924,name,楼梓庄村,regular
726592924,place,village,regular
726592924,en,Louzizhuang Cun,name
726625766,highway,traffic_signals,regular
726651848,highway,traffic_signals,regular
726657653,highway,traffic_signals,regular
727209959,name,南辛村,regular
727209959,place,village,regular
727209959,zh_pinyin,Nanxincun,name
727265757,name,焦庄村,regular
727265757,place,village,regular
727265757,en,Jiaozhuangcun,name
727286905,name,尖垡村,regular
727286905,place,village,regular
727286905,en,Jianfacun,name
727288640,name,瓜厂村,regular
727288640,place,village,regular
727288640,en,Guachangcun,name
727291373,name,梁各庄村,regular
727291373,place,village,regular
727291373,en,Liangge Zhuangcun,name
727301660,name,Haiziwa,regular
727301660,place,hamlet,regular
728181111,amenity,fuel,regular
733789275,highway,traffic_signals,regular
734045577,highway,traffic_signals,regular
734837193,name,竹港人家,regular
734837193,amenity,fast_food,regular
737043858,name,北沙滩桥南,regular
737043858,highway,bus_stop,regular
738255055,amenity,fast_food,regular
738255055,cuisine,chicken,regular
738255055,en,KFC,name
738255055,zh,肯德基,name
738255055,zh_pinyin,Kěn Dé Jī,name
746496440,highway,traffic_signals,regular
746502255,highway,traffic_signals,regular
746989979,man_made,tower,regular
748859849,amenity,school,regular
754517010,highway,traffic_signals,regular
767408181,name,西拨子,regular
767408181,highway,bus_stop,regular
767408181,public_transport,stop_position,regular
819985967,amenity,fast_food,regular
819985967,cuisine,chicken,regular
819985967,en,KFC,name
819985967,zh,肯德基,name
819985967,zh_pinyin,Kěn Dé Jī,name
820144091,name,麦德龙(METRO),regular
820144091,shop,supermarket,regular
848057423,fee,no,regular
848057423,amenity,toilets,regular
848057423,wheelchair,no,regular
849581079,highway,traffic_signals,regular
849582698,highway,traffic_signals,regular
850431035,name,刘半农墓,regular
850431035,historic,memorial,regular
863282032,man_made,flagpole,regular
863282032,type,national,flag
875461477,name,超市发（学院路店）,regular
875461477,shop,supermarket,regular
877053887,name,白家疃东口,regular
877053887,highway,bus_stop,regular
877053887,public_transport,stop_position,regular
877053907,highway,crossing,regular
877053907,crossing,traffic_signals,regular
910168396,railway,subway_entrance,regular
910168396,wheelchair,yes,regular
918845830,highway,traffic_signals,regular
